#iata,airport,city,state,country
S59,Libby,Libby,MT,USA
S60,Kenmore Air Harbor Inc,Kenmore,WA,USA
S64,Stanford,Stanford,MT,USA
S66,Homedale Municipal,Homedale,ID,USA
S67,Nampa Muni,Nampa,ID,USA
S68,Orofino Municipal,Orofino,ID,USA
S69,Lincoln,Lincoln,MT,USA
S70,Othello Muni,Othello,WA,USA
S71,Edgar G Obie,Chinook,MT,USA
S72,St Maries Municipal,St Maries,ID,USA
S73,Kamiah Municipal,Kamiah,ID,USA
S80,Idaho County,Grangeville,ID,USA
S83,Shoshone County,Kellogg,ID,USA
S85,Big Sky,Culbertson,MT,USA
S87,Weiser Municipal,Weiser,ID,USA
S89,Craigmont Municipal,Craigmont,ID,USA
S93,Cle Elum Municipal,Cle Elum,WA,USA
S94,Whitman County Memorial,Colfax,WA,USA
S97,Anderson,Brewster,WA,USA
SAA,Shively,Saratoga,WY,USA
SAC,Sacramento Executive,Sacramento,CA,USA
SAD,Safford Regional,Safford,AZ,USA
SAF,Santa Fe Municipal,Santa Fe,NM,USA
SAN,San Diego International-Lindbergh,San Diego,CA,USA
SAR,Sparta Community-Hunter,Sparta,IL,USA
SAT,San Antonio International,San Antonio,TX,USA
SAV,Savannah International,Savannah,GA,USA
SAW,Sawyer,Gwinn,MI,USA
SAZ,Staples Municipal,Staples,MN,USA
SBA,Santa Barbara Municipal,Santa Barbara,CA,USA
SBD,San Bernardino International,San Bernardino,CA,USA
SBM,Sheboygan County Memorial,Sheboygan,WI,USA
SBN,South Bend Regional,South Bend,IN,USA
SBO,Emanuel County,Swainsboro,GA,USA
SBP,San Luis Obispo Co-McChesney,San Luis Obispo,CA,USA
SBS,Steamboat Springs,Steamboat Springs,CO,USA
SBU,Blue Earth Municipal,Blue Earth,MN,USA
SBX,Shelby,Shelby,MT,USA
SBY,Salisbury-Ocean City: Wicomico Regional,Salisbury,MD,USA
SCB,Scribner State,Scribner,NE,USA
SCC,Deadhorse,Deadhorse,AK,USA
SCD,Merkel Field Sylacauga Municipal,Sylacauga,AL,USA
SCE,University Park,NA,NA,USA
SCH,Schenectady Cty,Schenectady,NY,USA
SCK,Stockton Metro,Stockton,CA,USA
SCM,Scammon Bay,Scammon Bay,AK,USA
SCX,Scott Municipal,Oneida,TN,USA
SD07,Bison Municipal,Bison,SD,USA
SD10,Canton Municipal,Canton,SD,USA
SD12,Wilder,De Smet,SD,USA
SD16,Eureka Municipal,Eureka,SD,USA
SD18,Flandreau Municipal,Flandreau,SD,USA
SD22,Hoven Municipal,Hoven,SD,USA
SD28,McLaughlin Municipal,McLaughlin,SD,USA
SD32,Murdo Municipal,Murdo,SD,USA
SD33,Parkston Municipal,Parkston,SD,USA
SD34,Presho Municipal,Presho,SD,USA
SDA,Shenandoah Municipal,Shenandoah,IA,USA
SDF,Louisville International-Standiford,Louisville,KY,USA
SDL,Scottsdale,Scottsdale,AZ,USA
SDM,Brown  Municipal,San Diego,CA,USA
SDP,Sand Point Municipal,Sand Point,AK,USA
SDY,Sidney-Richland Municipal,Sidney,MT,USA
SEA,Seattle-Tacoma Intl,Seattle,WA,USA
SEE,Gillespie,San Diego (El Cajon),CA,USA
SEF,Sebring  And Industrial Park,Sebring,FL,USA
SEG,Penn Valley,Selinsgrove,PA,USA
SEM,Craig,Selma,AL,USA
SEP,Clark Field Municipal,Stephenville,TX,USA
SER,Freeman Municipal,Seymour,IN,USA
SET,St Charles County Smart,St Charles,MO,USA
SEZ,Sedona,Sedona,AZ,USA
SFB,Orlando Sanford,Orlando,FL,USA
SFD,Bob Wiley,Winner,SD,USA
SFF,Felts,Spokane,WA,USA
SFM,Sanford Regional,Sanford,ME,USA
SFO,San Francisco International,San Francisco,CA,USA
SFQ,Suffolk Municipal,Suffolk,VA,USA
SFY,Tri-Township,Savanna,IL,USA
SFZ,North Central State,Pawtucket,RI,USA
SGF,Springfield-Branson Regional,Springfield,MO,USA
SGH,Springfield-Beckley Municipal,Springfield,OH,USA
SGJ,St. Augustine,St. Augustine,FL,USA
SGR,Sugar Land Municipal/Hull,Houston,TX,USA
SGS,South St.Paul Municipal,South St Paul,MN,USA
SGT,Stuttgart Municipal,Stuttgart,AR,USA
SGU,St George Muni,St George,UT,USA
SGY,Skagway,Skagway,AK,USA
SHD,Shenandoah Valley Regional,Staunton/Harrisonburg,VA,USA
SHG,Shungnak,Shungnak,AK,USA
SHH,Shishmaref,Shishmaref,AK,USA
SHL,Sheldon Municipal,Sheldon,IA,USA
SHN,Sanderson,Shelton,WA,USA
SHR,Sheridan County,Sheridan,WY,USA
SHV,Shreveport Regional,Shreveport,LA,USA
SHX,Shageluk,Shageluk,AK,USA
SIG,Fernando Luis Ribas Dominicci,San Juan,PR,USA
SIK,Sikeston Memorial Municipal,Sikeston,MO,USA
SIT,Sitka,Sitka,AK,USA
SIV,Sullivan County,Sullivan,IN,USA
SIY,Siskiyou County,Montague,CA,USA
SJC,San Jose International,San Jose,CA,USA
SJN,St Johns Industrial Air Park,St Johns,AZ,USA
SJT,San Angelo Regional /Mathis,San Angelo,TX,USA
SJU,Luis Munoz Marin International,San Juan,PR,USA
SJX,Beaver Island,St James,MI,USA
SKA,Fairchild AFB,NA,NA,USA
SKI,Sac City Municipal,Sac City,IA,USA
SKW,Skwentna,Skwentna,AK,USA
SKX,Taos Municipal,Taos,NM,USA
SLB,Storm Lake Municipal,Storm Lake,IA,USA
SLC,Salt Lake City Intl,Salt Lake City,UT,USA
SLE,McNary Fld,Salem,OR,USA
SLG,Smith,Siloam Springs,AR,USA
SLK,Adirondack,Saranac Lake,NY,USA
SLN,Salina Municipal,Salina,KS,USA
SLO,Salem-Leckrone,Salem,IL,USA
SLQ,Sleetmute,Sleetmute,AK,USA
SLR,Sulphur Springs Municipal,Sulphur Springs,TX,USA
SMD,Smith,Fort Wayne,IN,USA
SME,Somerset-Pulaski County,Somerset,KY,USA
SMF,Sacramento International,Sacramento,CA,USA
SMN,Lemhi County,Salmon,ID,USA
SMO,Santa Monica Municipal,Santa Monica,CA,USA
SMQ,Somerset,Somerville,NJ,USA
SMS,Sumter Municipal,Sumter,SC,USA
SMX,Santa Maria Pub/Capt G Allan Hancock,Santa Maria,CA,USA
SNA,John Wayne /Orange Co,Santa Ana,CA,USA
SNH,Savannah Hardin County,Savannah,TN,USA
SNK,Winston,Snyder,TX,USA
SNL,Shawnee Municipal,Shawnee,OK,USA
SNP,St. Paul,St. Paul,AK,USA
SNS,Salinas Municipal,Salinas,CA,USA
SNY,Sidney Municipal,Sidney,NE,USA
SOP,Moore County,Pinehurst/Southern Pines,NC,USA
SOV,Seldovia,Seldovia,AK,USA
SOW,Show Low Municipal,Show Low,AZ,USA
SPA,Spartanburg Downtown Memorial,Spartanburg,SC,USA
SPB,Scappoose Industrial Airpark,Scappoose,OR,USA
SPF,Black Hills-Clyde Ice,Spearfish,SD,USA
SPG,Albert Whitted Municipal,St. Petersburg,FL,USA
SPH,Springhill,Springhill,LA,USA
SPI,Capital,Springfield,IL,USA
SPN,Tinian International Airport,NA,NA,N Mariana Islands
SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,USA
SPW,Spencer Municipal,Spencer,IA,USA
SPX,Houston-Gulf,Houston,TX,USA
SQI,Whiteside Co,Sterling Rockfalls,IL,USA
SQL,San Carlos,San Carlos,CA,USA
SRB,Upper Cumberland Regional,Sparta,TN,USA
SRC,Searcy Municipal,Searcy,AR,USA
SRQ,Sarasota Bradenton International,Sarasota,FL,USA
SRR,Sierra Blanca Regional,Ruidoso,NM,USA
SRV,Stony River 2,Stony River,AK,USA
SSF,Stinson Municipal,San Antonio,TX,USA
SSI,Malcolm McKinnon,Brunswick,GA,USA
SSQ,Shell Lake Municipal,Shell Lake,WI,USA
STC,St Cloud Regional,St Cloud,MN,USA
STE,Stevens Point Municipal,Stevens Point,WI,USA
STF,George M Bryan,Starkville,MS,USA
STJ,Rosecrans Memorial,St Joseph,MO,USA
STK,Crosson,Sterling,CO,USA
STL,Lambert-St Louis International,St Louis,MO,USA
STP,St Paul Downtown Holman,St Paul,MN,USA
STS,Sonoma Co,Santa Rosa,CA,USA
STT,Cyril E. King,Charlotte Amalie,VI,USA
STX,Henry E. Rohlsen,Christiansted,VI,USA
SUA,Witham,Stuart,FL,USA
SUD,Stroud Municipal,Stroud,OK,USA
SUE,Door County Cherryland,Sturgeon Bay,WI,USA
SUN,Friedman Memorial,Hailey,ID,USA
SUS,Spirit of St Louis,St Louis,MO,USA
SUT,Brunswick County,Southport,NC,USA
SUW,Richard I Bong,Superior,WI,USA
SUX,Sioux Gateway,Sioux City,IA,USA
SVA,Savoonga,Savoonga,AK,USA
SVC,Grant County,Silver City,NM,USA
SVE,Susanville Municipal,Susanville,CA,USA
SVH,Statesville Municipal,Statesville,NC,USA
SVS,Stevens Village,Stevens Village,AK,USA
SWD,Seward,Seward,AK,USA
SWF,Stewart,Newburgh,NY,USA
SWO,Stillwater Regional,Stillwater,OK,USA
SWT,Seward Municipal,Seward,NE,USA
SWW,Avenger,Sweetwater,TX,USA
SXL,Summersville,Summersville,WV,USA
SXP,Sheldon Point,Sheldon Point,AK,USA
SXQ,Soldotna,Soldotna,AK,USA
SYF,Cheyenne County Municipal,St Francis,KS,USA
SYI,Bomar Field-Shelbyville Municipal,Shelbyville,TN,USA
SYR,Syracuse-Hancock Intl,Syracuse,NY,USA
SYV,Sylvester,Sylvester,GA,USA
SZP,Santa Paula,Santa Paula,CA,USA
SZT,Sandpoint,Sandpoint,ID,USA
SZY,Robert Sibley,Selmer,TN,USA
T00,Chambers County,Anahauac,TX,USA
T03,Tuba City,Tuba City,AZ,USA
T08,Tomahawk Regional,Tomahawk,WI,USA
T18,Brooks County,Falfurrias,TX,USA
T28,Lampasas Municipal,Lampasas,TX,USA
T35,Cameron Municipal Airpark,Cameron,TX,USA
T36,Paul Pittman Memorial,Tylertown,MS,USA
T41,La Porte Municipal,La Porte,TX,USA
T44,Trident Basin,Kodiak,AK,USA
T47,Kickapoo Downtown Airpark,Wichita Falls,TX,USA
T49,Big Spring McMahon-Wrinkle,Big Spring,TX,USA
T53,Robstown-Nueces County,Robstown,TX,USA
T56,Crockett-Houston County,Crockett,TX,USA
T57,Garland Heliport,Garland,TX,USA
T60,Stonewall County,Aspermont,TX,USA
T65,Mid Valley,Weslaco,TX,USA
T69,Sinton-San Patricio County,Sinton,TX,USA
T71,Cuero Municipal,Cuero,TX,USA
T72,Hearne Municipal,Hearne,TX,USA
T74,Taylor Municipal,Taylor,TX,USA
T78,Liberty Municipal,Liberty,TX,USA
T80,Kleberg County,Kingsville,TX,USA
T82,Gillespie County,Fredericksburg,TX,USA
T89,Castroville Municipal,Castroville,TX,USA
T90,Chambers County,Winnie/Stowell,TX,USA
T97,Calhoun County,Port Lavaca,TX,USA
TAD,Perry Stokes,Trinidad,CO,USA
TAL,Ralph M Calhoun Memorial,Tanana,AK,USA
TAN,Taunton Municipal,Taunton,MA,USA
TAZ,Taylorville Municipal,Taylorville,IL,USA
TBN,Forney AAF,Fort Leonard Wood,MO,USA
TBR,Statesboro Municipal,Statesboro,GA,USA
TCC,Tucumcari Municipal,Tucumcari,NM,USA
TCL,Tuscaloosa Municipal,Tuscaloosa,AL,USA
TCS,Truth Or Consequences Municipal,Truth Or Consequences,NM,USA
TCT,Takotna,Takotna,AK,USA
TCY,Tracy Municipal,Tracy,CA,USA
TDF,Person County,Roxboro,NC,USA
TDO,Toledo-Winlock Ed Carlson Memorial,Toledo,WA,USA
TDZ,Toledo Metcalf,Toledo,OH,USA
TEB,Teterboro,Teterboro,NJ,USA
TEL,Perry County Municipal,Tell City,IN,USA
TEW,Mason Jewett,Mason,MI,USA
TEX,Telluride Regional,Telluride,CO,USA
TGC,Gibson County,Trenton,TN,USA
TGI,Tangier Island,Tangier,VA,USA
THA,Tullahoma Regional,Tullahoma,TN,USA
THM,Thompson Falls,Thompson Falls,MT,USA
THP,Hot Springs County-Thermopolis Municipal,Thermopolis,WY,USA
THV,York,York,PA,USA
TIW,Tacoma Narrows,Tacoma,WA,USA
TIX,Space Cost Regional,Titusville,FL,USA
TKA,Talkeetna,Talkeetna,AK,USA
TKE,Tenakee SPB,Tenakee Springs,AK,USA
TKI,McKinney Municipal,McKinney,TX,USA
TKX,Kennett Memorial,Kennett,MO,USA
TLH,Tallahassee Regional,Tallahassee,FL,USA
TLR,Mefford,Tulare,CA,USA
TLT,Tuluksak,Tuluksak,AK,USA
TMA,Henry Tift Myers,Tifton,GA,USA
TMB,Kendall-Tamiami Executive,Miami,FL,USA
TNI,West Tinian,Peipeinimaru,CQ,USA
TNP,Twentynine Palms,Twentynine Palms,CA,USA
TNT,Dade Collier T And T,Miami,FL,USA
TNU,Newton Municipal,Newton,IA,USA
TOA,Zamperini,Torrance,CA,USA
TOB,Dodge Center,Dodge Center,MN,USA
TOC,Toccoa, R G Le Tourneau,Toccoa,GA
TOG,Togiak Village,Togiak,AK,USA
TOI,Troy Municipal,Troy,AL,USA
TOL,Toledo Express,Toledo,OH,USA
TOP,Philip Billard Municipal,Topeka,KS,USA
TOR,Torrington Muni,Torrington,WY,USA
TPA,Tampa International,Tampa,FL,USA
TPF,Peter O. Knight,Tampa,FL,USA
TPH,Tonopah,Tonopah,NV,USA
TPL,Draughon-Miller Central Texas Regional,Temple,TX,USA
TPO,Port Alsworth,Port Alsworth,AK,USA
TQE,Municipal,Tekamah,NE,USA
TQH,Tahlequah Municipal,Tahlequah,OK,USA
TQK,Scott City Municipal,Scott City,KS,USA
TRI,Tri-Cities Regional,Bristol,TN,USA
TRK,Truckee-Tahoe,Truckee,CA,USA
TRL,Terrell Municipal,Terrell,TX,USA
TRM,Desert Resorts Regional,Palm Springs,CA,USA
TRX,Trenton Municipal,Trenton,MO,USA
TSO,Carroll County-Tolson,Carrollton,OH,USA
TSP,Tehachapi Municipal,Tehachapi,CA,USA
TT01,Pagan Airstrip,Shomu-Shon,CQ,USA
TTA,Sanford-Lee County Regional,Sanford,NC,USA
TTD,Portland-Troutdale,Portland,OR,USA
TTF,Monroe Custer,Monroe,MI,USA
TTN,Trenton-Mercer County,Trenton,NJ,USA
TUL,Tulsa International,Tulsa,OK,USA
TUP,Tupelo Municipal,Tupelo,MS,USA
TUS,Tucson International,Tucson,AZ,USA
TVB,Cabool Memorial,Cabool,MO,USA
TVC,Cherry Capital,Traverse City,MI,USA
TVF,Thief River Falls Regional,Thief River Falls,MN,USA
TVI,Thomasville Municipal,Thomasville,GA,USA
TVK,Centerville Municipal,Centerville,IA,USA
TVL,Lake Tahoe,South Lake Tahoe,CA,USA
TVR,Vicksburg Tallulah Regional,Tallulah,LA,USA
TVY,Tooele Valley,Tooele,UT,USA
TWF,Joslin Field - Magic Valley,Twin Falls,ID,USA
TWM,Richard B. Helgeson,Two Harbors,MN,USA
TXK,Texarkana Regional-Webb,Texarkana,AR,USA
TYL,Taylor,Taylor,AZ,USA
TYQ,Indianapolis Terry,Indianapolis,IN,USA
TYR,Tyler Pounds,Tyler,TX,USA
TYS,McGhee-Tyson,Knoxville,TN,USA
TZR,Bolton,Columbus,OH,USA
TZT,Belle Plaine Municipal,Belle Plaine,IA,USA
TZV,Tompkinsville-Monroe County,Tompkinsville,KY,USA
U02,McCarley,Blackfoot,ID,USA
U03,Buhl Municipal,Buhl,ID,USA
U05,Riddick,Philipsburg,MT,USA
U08,Perkins,Overton,NV,USA
U10,Preston,Preston,ID,USA
U14,Nephi Municipal,Nephi,UT,USA
U25,Dubois Municipal,Dubois,WY,USA
U30,Temple Bar,Temple Bar,AZ,USA
U34,Green River Muni,Green River,UT,USA
U36,Aberdeen Municipal,Aberdeen,ID,USA
U42,Salt Lake City Municipal 2,Salt Lake City,UT,USA
U43,Monticello,Monticello,UT,USA
U52,Beaver Municipal,Beaver,UT,USA
U55,Panguitch Municipal,Panguitch,UT,USA
U59,Driggs-Reed Memorial,Driggs,ID,USA
U68,North Big Horn County,Cowley/Lovell/Byron,WY,USA
U69,Duchesne Municipal,Duchesne,UT,USA
U70,Cascade,Cascade,ID,USA
U76,Mountain Home Municipal,Mountain Home,ID,USA
U77,Spanish Fork-Springville,Spanish Fork,UT,USA
U82,Council Municipal,Council,ID,USA
U96,Cal Black Memorial,Halls Crossing,UT,USA
UAO,Aurora State,Aurora,OR,USA
UBE,Cumberland Municipal,Cumberland,WI,USA
UBS,Columbus-Lowndes County,Columbus,MS,USA
UBX,Cuba Municipal,Cuba,MO,USA
UCA,Oneida Cty,Utica,NY,USA
UCP,New Castle Muni,New Castle,PA,USA
UCY,Everett-Stewart,Union City,TN,USA
UDD,Bermuda Dunes,Palm Springs,CA,USA
UDG,Darlington County,Darlington,SC,USA
UES,Waukesha County,Waukesha,WI,USA
UGN,Waukegan Regional,Chicago/Waukegan,IL,USA
UIL,Quillayute,Forks,WA,USA
UIN,Quincy Municipal-Baldwin,Quincy,IL,USA
UIZ,Berz-Macomb,Utica,MI,USA
UKF,Wilkes County,North Wilkesboro,NC,USA
UKI,Ukiah Municipal,Ukiah,CA,USA
UKL,Coffey County,Burlington,KS,USA
UKT,Quakertown,Quakertown,PA,USA
ULM,New Ulm Municipal,New Ulm,MN,USA
ULS,Ulysses,Ulysses,KS,USA
UMP,Indianapolis Metropolitan,Indianapolis,IN,USA
UNI,Ohio University,Athens/Albany,OH,USA
UNK,Unalakleet,Unalakleet,AK,USA
UNO,West Plains Municipal,West Plains,MO,USA
UNU,Dodge County,Juneau,WI,USA
UNV,University Park,State College,PA,USA
UOS,Franklin County,Sewanee,TN,USA
UOX,University-Oxford,Oxford,MS,USA
UPP,Upolu,Hawi,HI,USA
USE,Fulton County,Wauseon,OH,USA
UTS,Huntsville Municipal,Huntsville,TX,USA
UUO,Willow,Willow,AK,USA
UUU,Newport State,Newport,RI,USA
UUV,Sullivan Regional,Sullivan,MO,USA
UVA,Garner,Uvalde,TX,USA
UWL,New Castle-Henry Co,New Castle,IN,USA
UYF,Madison County,London,OH,USA
UZA,Rock Hill Municipal/Bryant,Rock Hill,SC,USA
VAK,Chevak,Chevak,AK,USA
VAY,South Jersey Reg,Mount Holly,NJ,USA
VBT,Bentonville Municipal,Bentonville,AR,USA
VCB,Nut Tree,Vacaville,CA,USA
VCT,Victoria Regional,Victoria,TX,USA
VCV,Southern California Logistic,Victorville,CA,USA
VDI,Vidalia Municipal,Vidalia,GA,USA
VDZ,Valdez,Valdez,AK,USA
VEE,Venetie,Venetie,AK,USA
VEL,Vernal,Vernal,UT,USA
VER,Jesse Viertel Memorial,Boonville,MO,USA
VES,Darke County,Versailles,OH,USA
VGT,North Las Vegas,Las Vegas,NV,USA
VHN,Culberson County,Van Horn,TX,USA
VIH,Rolla National,Rolla/Vichy,MO,USA
VIQ,Neillsville Municipal,Neillsville,WI,USA
VIS,Visalia Municipal,Visalia,CA,USA
VJI,Virginia Highlands,Abingdon,VA,USA
VLA,Vandalia Municipal,Vandalia,IL,USA
VLD,Valdosta Regional,Valdosta,GA,USA
VMR,Harold Davidson,Vermillion,SD,USA
VNC,Venice Municipal,Venice,FL,USA
VNW,Van Wert County,Van Wert,OH,USA
VNY,Van Nuys,Van Nuys,CA,USA
VPC,Cartersville,Cartersville,GA,USA
VPS,Eglin Air Force Base,Valparaiso,FL,USA
VPZ,Porter County Municipal,Valparaiso,IN,USA
VQQ,Cecil,Jacksonville,FL,USA
VQS,Antonio Rivera Rodriguez,Isla De Vieques,PR,USA
VRB,Vero Beach Municipal,Vero Beach,FL,USA
VSF,Springfield State/Hartness,Springfield,VT,USA
VTA,Newark-Heath,Newark,OH,USA
VTI,Vinton Veterans Memorial Airpark,Vinton,IA,USA
VTN,Miller,Valentine,NE,USA
VUJ,Stanly County,Albemarle,NC,USA
VUO,Pearson Airpark,Vancouver,WA,USA
VVV,Ortonville Municipal,Ortonville,MN,USA
VYS,Illinois Valley Regional,Peru/Lasalle,IL,USA
W04,Ocean Shores Municipal,Ocean Shores,WA,USA
W05,Gettysburg  & Travel Center,Gettysburg,PA,USA
W11,Menomonie Municipal - Score,Menomonie,WI,USA
W22,Upshur County Regional,Buckhannon,WV,USA
W29,Bay Bridge Industrial,Stevensville,MD,USA
W31,Lunenburg County,Kenbridge,VA,USA
W33,Friday Harbor,Friday Harbor,WA,USA
W40,Mt Olive Municipal,Mt Olive,NC,USA
W41,Crisfield Municipal,Crisfield,MD,USA
W44,Asheboro Municipal,Asheboro,NC,USA
W45,Luray Caverns,Luray,VA,USA
W66,Warrenton-Fauquier,Warrenton,VA,USA
W78,William M Tuck,South Boston,VA,USA
W95,Ocracoke Island,Ocracoke,NC,USA
W96,New Kent County,Quinton,VA,USA
W97,Middle Peninsula Regional,West Point,VA,USA
W99,Grant County,Petersburg,WV,USA
WA10,Grove,Camas/Washougal,WA,USA
WA21,Grand Coulee Dam,Electric City,WA,USA
WA31,Whidbey Air Park,Langley,WA,USA
WA43,Odessa Municipal,Odessa,WA,USA
WAY,Greene Cty,Waynesburg,PA,USA
WBB,Stebbins,Stebbins,AK,USA
WBQ,Beaver,Beaver,AK,USA
WBW,Wilkes-Barre Wyoming Valley,Wilkes-Barre,PA,USA
WCR,Chandalar Lake,Chandalar Lake,AK,USA
WDG,Enid Woodring Municipal,Enid,OK,USA
WDR,Winder,Winder,GA,USA
WHP,Whiteman,Los Angeles,CA,USA
WJF,General Wm. J. Fox Airfield,Lancaster,CA,USA
WLD,Strother,Winfield/Arkansas City,KS,USA
WLK,Selawik,Selawik,AK,USA
WLW,Willows-Glenn County,Willows,CA,USA
WMC,Winnemucca Municipal,Winnemucca,NV,USA
WMO,White Mountain,White Mountain,AK,USA
WNA,Napakiak,Napakiak,AK,USA
WRG,Wrangell,Wrangell,AK,USA
WRL,Worland Muni,Worland,WY,USA
WSM,Wiseman,Wiseman,AK,USA
WSN,South Naknek 2,South Naknek,AK,USA
WST,Westerly State,Westerly,RI,USA
WTK,Noatak,Noatak,AK,USA
WVI,Watsonville Municipal,Watsonville,CA,USA
WVL,Waterville-Robert Lafleur,Waterville,ME,USA
WWD,Cape May Cty,Wildwood,NJ,USA
WWR,West Woodward,Woodward,OK,USA
WYS,Yellowstone,West Yellowstone,MT,USA
X01,Everglades,Everglades,FL,USA
X06,Arcadia Municipal,Arcadia,FL,USA
X07,Lake Wales Municipal,Lake Wales,FL,USA
X10,Belle Glade Municipal,Belle Glade,FL,USA
X14,Labelle Municipal,Labelle,FL,USA
X16,Vandenberg,Tampa,FL,USA
X21,Arthur Dunn Airpark,Titusville,FL,USA
X23,Umatilla Municipal,Umatilla,FL,USA
X26,Sebastian Municipal,Sebastian,FL,USA
X35,Dunnellon/Marion Co.,Dunellon,FL,USA
X40,Inverness,Inverness,FL,USA
X44,Watson Island Base,Miami,FL,USA
X46,Opa-Locka West,Miami,FL,USA
X47,Flagler County,Bunnell,FL,USA
X51,Homestead General Aviation,Homestead,FL,USA
X59,Valkaria,Valkaria,FL,USA
X60,Williston Municipal,Williston,FL,USA
X63,Humacao,Humacao,PR,USA
X66,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,VI,USA
X67,Christiansted Harbor Seaplane Base,Christiansted,VI,USA
X95,Diego Jimenez Torres,Fajardo,PR,USA
X96,Cruz Bay Harbor Seaplane Base,Cruz Bay,VI,USA
XNA,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA
XVG,Longville Municipal,Longville,MN,USA
Y03,Springfield Municipal,Springfield,SD,USA
Y14,Marv Skie-Lincoln County,Tea,SD,USA
Y15,Cheboygan City-County,Cheboygan,MI,USA
Y19,Mandan Municipal,Mandan,ND,USA
Y27,Standing Rock,Fort Yates,ND,USA
Y31,West Branch Community,West Branch,MI,USA
Y37,Park River Municipal,Park River,ND,USA
Y47,New Hudson,New Hudson,MI,USA
Y50,Wautoma Municipal,Wautoma,WI,USA
Y51,Viroqua Municipal,Viroqua,WI,USA
Y55,Crandon Municipal,Crandon,WI,USA
Y63,Elbow Lake Municipal,Elbow Lake,MN,USA
Y66,Drummond Island,Drummond Island,MI,USA
Y68,Tracy Municipal,Tracy,MN,USA
Y70,Ionia County,Ionia,MI,USA
Y74,Hankins,Parshall,ND,USA
Y83,Sandusky City,Sandusky,MI,USA
Y93,Atlanta Municipal,Atlanta,MI,USA
YAK,Yakutat,Yakutat,AK,USA
YAP,Yap International,NA,NA,Federated States of Micronesia
YIP,Willow Run,Detroit,MI,USA
YKM,Yakima Air Terminal,Yakima,WA,USA
YKN,Chan Gurney Municipal,Yankton,SD,USA
YNG,Youngstown-Warren Regional,Youngstown,OH,USA
YUM,Yuma MCAS-Yuma International,Yuma,AZ,USA
Z08,Ofu,Ofu Village,AS,USA
Z09,Kasigluk,Kasigluk,AK,USA
Z13,Akiachak,Akiachak,AK,USA
Z17,Ophir,Ophir,AK,USA
Z40,Goose Bay,Goose Bay,AK,USA
Z55,Lake Louise,Lake Louise,AK,USA
Z73,Nelson Lagoon,Nelson Lagoon,AK,USA
Z84,Clear,Clear A.F.B.,AK,USA
Z91,Birch Creek,Birch Creek,AK,USA
Z95,Cibecue,Cibecue,AZ,USA
ZEF,Elkin Municipal,Elkin,NC,USA
ZER,Schuylkill Cty/Joe Zerbey,Pottsville,PA,USA
ZPH,Zephyrhills Municipal,Zephyrhills,FL,USA
ZUN,Black Rock,Zuni,NM,USA
ZZV,Zanesville Municipal,Zanesville,OH,USA
